Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload per Shift
8711,Quality Inspection,High,1,Module Assembly,Evening,4.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8712,Packaging,Low,5,Final Testing,Evening,3,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8713,Robotics,High,4,Final Testing,Night,4.8,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8714,Electrical Wiring,High,5,Pack Assembly,Evening,3.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8715,Welding,Low,3,Pack Assembly,Night,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8716,BMS Integration,Medium,6,Cell Assembly,Evening,4.9,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8717,Quality Inspection,Low,1,Cell Assembly,Night,3.5,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8718,BMS Integration,Medium,3,Module Assembly,Evening,4.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8719,BMS Integration,Medium,6,Pack Assembly,Morning,4.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8720,BMS Integration,Low,5,Final Testing,Morning,3.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8721,Mechanical Assembly,Medium,3,Cell Assembly,Night,4,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8722,Quality Inspection,Low,3,Module Assembly,Morning,3.4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8723,Soldering,Medium,1,Pack Assembly,Night,4.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8724,Welding,High,5,Final Testing,Flexible,4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8725,Welding,High,5,Cell Assembly,Morning,3.5,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8726,Automation,Medium,2,Cell Assembly,Night,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8727,Robotics,High,4,Final Testing,Evening,4.3,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8728,Robotics,Low,7,Final Testing,Flexible,4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8729,Welding,Medium,4,Cell Assembly,Night,3.3,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8730,BMS Integration,Medium,7,Pack Assembly,Night,4.1,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8731,Electrical Wiring,Low,3,Module Assembly,Flexible,3.2,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8732,Robotics,Medium,3,Pack Assembly,Night,4.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8733,BMS Integration,Medium,3,Pack Assembly,Evening,4.7,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8734,Automation,Medium,7,Module Assembly,Night,3.7,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8735,Electrical Wiring,Low,8,Pack Assembly,Evening,4.1,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8736,Quality Inspection,High,1,Module Assembly,Morning,4.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8737,Soldering,Medium,2,Cell Assembly,Evening,3.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8738,Mechanical Assembly,High,6,Final Testing,Night,3.6,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8739,Quality Inspection,Medium,8,Pack Assembly,Evening,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8740,Quality Inspection,Low,7,Pack Assembly,Night,4.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8741,Electrical Wiring,High,8,Module Assembly,Night,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8742,Welding,Medium,5,Cell Assembly,Flexible,3.5,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8743,Robotics,Low,8,Pack Assembly,Night,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8744,Robotics,High,8,Final Testing,Evening,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8745,BMS Integration,High,7,Final Testing,Evening,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8746,BMS Integration,High,6,Final Testing,Flexible,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8747,Robotics,High,7,Module Assembly,Morning,3.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8748,Welding,Medium,7,Final Testing,Morning,4.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8749,Welding,Medium,6,Final Testing,Night,4.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8750,BMS Integration,Medium,1,Cell Assembly,Night,4.8,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8751,Quality Inspection,High,3,Module Assembly,Flexible,3.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8752,Automation,Medium,4,Pack Assembly,Night,4.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8753,Mechanical Assembly,Low,1,Pack Assembly,Morning,3.5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8754,Mechanical Assembly,Medium,5,Cell Assembly,Flexible,4,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8755,Electrical Wiring,Medium,4,Pack Assembly,Evening,3.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8756,Soldering,Medium,4,Final Testing,Night,3.2,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8757,Soldering,Medium,6,Cell Assembly,Evening,4.6,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8758,Welding,Medium,2,Final Testing,Night,4.7,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8759,Automation,Low,5,Pack Assembly,Evening,4.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8760,Robotics,High,8,Cell Assembly,Evening,4.7,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8761,Robotics,Medium,5,Final Testing,Flexible,4.9,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8762,Welding,High,8,Final Testing,Flexible,3.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8763,Electrical Wiring,High,2,Cell Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8764,Electrical Wiring,High,4,Module Assembly,Evening,3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8765,Automation,High,6,Final Testing,Night,3.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8766,Mechanical Assembly,High,7,Final Testing,Evening,4.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8767,Automation,Medium,7,Module Assembly,Flexible,3.2,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Secondary,14
8768,Electrical Wiring,Low,4,Final Testing,Night,3.5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8769,Mechanical Assembly,Medium,6,Module Assembly,Flexible,5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8770,Packaging,High,5,Module Assembly,Morning,3.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8771,Automation,Low,8,Pack Assembly,Morning,3.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8772,Quality Inspection,High,2,Pack Assembly,Night,3.4,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8773,Robotics,Low,4,Cell Assembly,Morning,4.2,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8774,Welding,Low,2,Module Assembly,Night,3.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8775,Robotics,Medium,7,Module Assembly,Flexible,3.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8776,Electrical Wiring,Low,6,Final Testing,Night,4.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8777,Automation,Low,7,Cell Assembly,Evening,4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8778,Robotics,High,4,Module Assembly,Flexible,3.3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8779,Soldering,Low,4,Cell Assembly,Night,4.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8780,Mechanical Assembly,Low,6,Final Testing,Flexible,3.5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8781,Mechanical Assembly,High,2,Final Testing,Night,4.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8782,Packaging,Low,2,Final Testing,Night,3.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8783,Welding,Medium,4,Final Testing,Morning,4.7,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8784,Soldering,High,3,Final Testing,Evening,4.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8785,BMS Integration,High,2,Final Testing,Evening,3.2,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8786,BMS Integration,High,3,Final Testing,Morning,4.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8787,Quality Inspection,Low,8,Pack Assembly,Night,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8788,Mechanical Assembly,High,6,Cell Assembly,Morning,3.6,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8789,Packaging,High,6,Cell Assembly,Morning,3.2,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8790,Electrical Wiring,Medium,2,Pack Assembly,Morning,4.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8791,Robotics,High,3,Module Assembly,Flexible,3.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8792,BMS Integration,High,1,Module Assembly,Evening,3.9,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8793,Soldering,Medium,6,Final Testing,Flexible,4.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8794,Robotics,Low,4,Cell Assembly,Evening,3.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8795,BMS Integration,Medium,2,Cell Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8796,Welding,Low,3,Final Testing,Flexible,4.5,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8797,Automation,Low,6,Cell Assembly,Flexible,4.6,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8798,Electrical Wiring,Medium,2,Final Testing,Evening,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8799,Electrical Wiring,Medium,1,Pack Assembly,Flexible,3.4,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8800,BMS Integration,Low,3,Pack Assembly,Flexible,4.2,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8801,Soldering,High,6,Cell Assembly,Night,4.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8802,Robotics,High,7,Cell Assembly,Evening,3.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8803,Electrical Wiring,Medium,3,Final Testing,Night,5,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8804,Electrical Wiring,High,4,Final Testing,Morning,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8805,Electrical Wiring,High,1,Module Assembly,Night,3.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8806,BMS Integration,Medium,6,Module Assembly,Flexible,4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8807,Mechanical Assembly,Low,3,Final Testing,Evening,3.7,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
8808,Soldering,Medium,6,Module Assembly,Flexible,4.4,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8809,Robotics,High,1,Pack Assembly,Morning,5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8810,BMS Integration,High,7,Pack Assembly,Flexible,4.7,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
8811,Welding,High,3,Cell Assembly,Morning,3.7,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8812,Robotics,Medium,3,Cell Assembly,Flexible,3.1,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
8813,Robotics,Medium,4,Module Assembly,Night,3.5,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8814,Robotics,Medium,4,Module Assembly,Evening,4.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8815,Packaging,Medium,1,Final Testing,Night,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8816,BMS Integration,High,6,Module Assembly,Morning,3.2,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8817,Electrical Wiring,Medium,3,Final Testing,Night,3.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8818,Welding,High,6,Pack Assembly,Evening,3.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8819,Packaging,High,5,Cell Assembly,Morning,3.3,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
8820,Quality Inspection,High,2,Module Assembly,Evening,4.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8821,BMS Integration,Medium,2,Final Testing,Morning,3.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8822,Packaging,Low,2,Module Assembly,Night,4.4,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8823,Automation,High,8,Final Testing,Morning,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
8824,Electrical Wiring,High,7,Final Testing,Night,3.9,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
8825,BMS Integration,High,3,Module Assembly,Night,3.2,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8826,Quality Inspection,High,7,Pack Assembly,Night,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
8827,Robotics,High,2,Module Assembly,Evening,4.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8828,Soldering,Low,7,Module Assembly,Night,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8829,Automation,Low,4,Module Assembly,Night,4.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
8830,BMS Integration,Medium,3,Module Assembly,Evening,4.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8831,Packaging,High,2,Final Testing,Flexible,4.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
8832,Robotics,High,2,Pack Assembly,Evening,4.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
8833,BMS Integration,Medium,1,Cell Assembly,Evening,3.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
8834,Mechanical Assembly,Medium,4,Pack Assembly,Morning,3.1,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
8835,Electrical Wiring,Medium,4,Pack Assembly,Flexible,4.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
