Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications
8582,Soldering,Medium,6,Cell Assembly,Flexible,4.4,Mechanical Technician
8583,Welding,High,7,Final Testing,Morning,4.7,Electrical Engineer
8584,Robotics,Medium,2,Module Assembly,Flexible,3.4,Certified Welder
8585,Quality Inspection,High,7,Final Testing,Night,3.6,None
8586,Quality Inspection,High,2,Final Testing,Night,3.5,Certified Welder
8587,Quality Inspection,High,6,Cell Assembly,Evening,3.2,Quality Control Certified
8588,Quality Inspection,Medium,1,Cell Assembly,Flexible,4.1,Electrical Engineer
8589,BMS Integration,Medium,5,Cell Assembly,Flexible,3.5,Quality Control Certified
8590,Soldering,Low,3,Pack Assembly,Flexible,3.8,Certified Welder
8591,Mechanical Assembly,Medium,8,Cell Assembly,Morning,3.7,Certified BMS Engineer
8592,Soldering,Medium,5,Cell Assembly,Evening,3.7,Certified Welder
8593,Packaging,Medium,6,Cell Assembly,Evening,4.2,Certified BMS Engineer
8594,Quality Inspection,High,6,Module Assembly,Flexible,4.4,Certified Welder
8595,Electrical Wiring,Medium,7,Pack Assembly,Night,4.1,None
8596,BMS Integration,High,7,Pack Assembly,Morning,4.9,Certified Welder
8597,Quality Inspection,Low,5,Final Testing,Night,4,Electrical Engineer
8598,Welding,High,7,Module Assembly,Night,3.8,Certified BMS Engineer
8599,BMS Integration,Medium,4,Final Testing,Night,4.8,Certified BMS Engineer
8600,Automation,Low,2,Final Testing,Evening,4.6,Quality Control Certified
8601,Soldering,High,2,Module Assembly,Morning,4.4,Mechanical Technician
8602,BMS Integration,High,3,Pack Assembly,Evening,4.7,Mechanical Technician
8603,Robotics,High,6,Module Assembly,Evening,3.7,Certified BMS Engineer
8604,Packaging,Low,1,Module Assembly,Evening,4.8,Electrical Engineer
8605,Automation,Low,7,Cell Assembly,Evening,4.5,Mechanical Technician
8606,Packaging,Medium,4,Cell Assembly,Night,4.9,Electrical Engineer
8607,Soldering,Low,4,Cell Assembly,Night,3.7,Quality Control Certified
8608,Mechanical Assembly,Low,7,Cell Assembly,Flexible,4.8,Electrical Engineer
8609,Electrical Wiring,Low,4,Pack Assembly,Morning,4.5,Certified Welder
8610,Electrical Wiring,High,5,Module Assembly,Evening,4.1,None
8611,Robotics,Medium,7,Cell Assembly,Flexible,4.5,Certified BMS Engineer
8612,BMS Integration,Low,1,Pack Assembly,Night,3.4,Electrical Engineer
8613,Packaging,Low,2,Final Testing,Morning,3.3,None
8614,Mechanical Assembly,Low,1,Final Testing,Flexible,3.3,Certified BMS Engineer
8615,Soldering,Medium,7,Pack Assembly,Night,4.6,None
8616,Robotics,Medium,2,Final Testing,Morning,4.9,Mechanical Technician
8617,BMS Integration,Low,2,Module Assembly,Flexible,3.9,Certified BMS Engineer
8618,Quality Inspection,High,4,Module Assembly,Night,4.6,None
8619,Automation,High,7,Pack Assembly,Morning,4.9,Quality Control Certified
8620,Quality Inspection,Low,8,Final Testing,Evening,4.1,Certified Welder
8621,Welding,Low,8,Final Testing,Evening,3.9,Certified Welder
8622,BMS Integration,Medium,3,Final Testing,Morning,3.7,None
8623,Quality Inspection,Low,2,Cell Assembly,Night,4.6,Mechanical Technician
8624,Welding,Medium,7,Cell Assembly,Evening,3.8,Certified BMS Engineer
8625,Automation,Low,5,Pack Assembly,Flexible,4.9,None
8626,Automation,Low,2,Module Assembly,Morning,4.5,Certified Welder
8627,Quality Inspection,Medium,2,Cell Assembly,Flexible,3.3,Certified Welder
8628,BMS Integration,Low,4,Pack Assembly,Flexible,3.7,Quality Control Certified
8629,Packaging,Low,7,Cell Assembly,Morning,3.9,Certified BMS Engineer
8630,Robotics,High,8,Cell Assembly,Morning,4.4,Electrical Engineer
8631,BMS Integration,High,2,Final Testing,Night,4.2,Certified Welder
8632,Automation,Medium,7,Pack Assembly,Morning,4.4,None
8633,Quality Inspection,Medium,1,Pack Assembly,Flexible,4.8,Mechanical Technician
8634,Electrical Wiring,Low,4,Cell Assembly,Morning,3.1,Mechanical Technician
8635,Packaging,Low,4,Final Testing,Night,4.3,Quality Control Certified
8636,Mechanical Assembly,Low,3,Module Assembly,Flexible,3.5,Electrical Engineer
8637,Electrical Wiring,Medium,6,Cell Assembly,Flexible,3.6,Certified BMS Engineer
8638,Packaging,High,8,Module Assembly,Evening,3.8,Electrical Engineer
8639,Robotics,Medium,6,Cell Assembly,Morning,3.5,None
8640,Packaging,Low,5,Cell Assembly,Flexible,4.6,Certified BMS Engineer
8641,Welding,Medium,4,Module Assembly,Night,4.2,Electrical Engineer
8642,Robotics,Medium,6,Pack Assembly,Evening,4.1,Certified BMS Engineer
8643,Soldering,High,3,Cell Assembly,Flexible,3.7,Quality Control Certified
8644,Quality Inspection,Medium,4,Module Assembly,Flexible,4.2,Electrical Engineer
8645,Quality Inspection,Low,5,Cell Assembly,Evening,4.1,Certified Welder
8646,Robotics,Low,6,Pack Assembly,Evening,3.1,Mechanical Technician
8647,Packaging,High,6,Pack Assembly,Night,4.2,Quality Control Certified
8648,Electrical Wiring,Low,5,Module Assembly,Flexible,3.1,Quality Control Certified
8649,Mechanical Assembly,Medium,2,Final Testing,Night,3.8,Mechanical Technician
8650,Soldering,High,7,Final Testing,Morning,4.8,Quality Control Certified
8651,Robotics,Low,7,Cell Assembly,Night,4.7,Certified Welder
8652,Automation,High,7,Final Testing,Night,4.5,Certified Welder
8653,Soldering,High,8,Final Testing,Evening,4.4,Quality Control Certified
8654,BMS Integration,Low,1,Cell Assembly,Evening,3.6,Quality Control Certified
8655,Quality Inspection,Low,3,Final Testing,Morning,3.7,Quality Control Certified
8656,Welding,Low,2,Final Testing,Morning,4,Electrical Engineer
8657,Quality Inspection,High,3,Module Assembly,Evening,4.4,Certified Welder
8658,Welding,Low,4,Pack Assembly,Flexible,3.6,Quality Control Certified
8659,Mechanical Assembly,Low,6,Module Assembly,Evening,3.2,Mechanical Technician
8660,Electrical Wiring,Low,1,Pack Assembly,Flexible,4.3,Quality Control Certified
8661,Robotics,Medium,5,Final Testing,Night,4.7,Mechanical Technician
8662,Electrical Wiring,Medium,4,Final Testing,Evening,4.1,Certified Welder
8663,Quality Inspection,High,8,Cell Assembly,Night,3.2,Certified Welder
8664,Soldering,High,7,Module Assembly,Morning,4,Certified BMS Engineer
8665,Automation,Low,3,Cell Assembly,Morning,4.3,Electrical Engineer
8666,Soldering,Low,5,Final Testing,Night,4.4,Quality Control Certified
8667,Automation,Low,5,Cell Assembly,Evening,3.4,Electrical Engineer
8668,Mechanical Assembly,Medium,2,Pack Assembly,Night,3.5,Certified BMS Engineer
8669,Quality Inspection,Low,4,Module Assembly,Evening,4.1,Electrical Engineer
8670,Soldering,Low,2,Pack Assembly,Morning,3,Certified Welder
8671,Automation,High,2,Module Assembly,Flexible,3.8,Mechanical Technician
8672,BMS Integration,Low,4,Cell Assembly,Evening,3.8,Mechanical Technician
8673,Mechanical Assembly,Low,7,Final Testing,Night,4.3,Mechanical Technician
8674,Mechanical Assembly,Medium,7,Cell Assembly,Flexible,3.4,Electrical Engineer
8675,Quality Inspection,Low,1,Module Assembly,Morning,3,Certified Welder
8676,Mechanical Assembly,High,5,Final Testing,Night,3.1,None
8677,BMS Integration,Medium,7,Pack Assembly,Morning,4.9,Certified BMS Engineer
8678,Electrical Wiring,Medium,7,Final Testing,Morning,4,Certified BMS Engineer
8679,Soldering,Medium,5,Final Testing,Morning,3.3,Certified Welder
8680,Quality Inspection,Medium,8,Cell Assembly,Evening,4.1,Quality Control Certified
8681,Automation,High,8,Module Assembly,Flexible,3.4,Electrical Engineer
8682,Packaging,High,1,Pack Assembly,Evening,4.6,Mechanical Technician
8683,Quality Inspection,Medium,6,Cell Assembly,Night,3.2,Electrical Engineer
8684,Robotics,Medium,4,Cell Assembly,Night,3.4,Certified BMS Engineer
8685,Mechanical Assembly,Low,1,Final Testing,Flexible,4.9,Certified BMS Engineer
8686,Mechanical Assembly,Medium,8,Pack Assembly,Flexible,3.3,None
8687,Mechanical Assembly,Medium,4,Cell Assembly,Flexible,4.4,Certified BMS Engineer
8688,Electrical Wiring,Medium,5,Pack Assembly,Night,3,Quality Control Certified
8689,Welding,Medium,3,Pack Assembly,Flexible,3.5,Certified BMS Engineer
8690,Packaging,Medium,2,Pack Assembly,Evening,4.1,Certified BMS Engineer
8691,Mechanical Assembly,High,8,Pack Assembly,Evening,3.4,Electrical Engineer
8692,Automation,High,8,Cell Assembly,Evening,3.1,Certified Welder
8693,Packaging,High,2,Cell Assembly,Morning,4.3,Electrical Engineer
8694,Robotics,High,5,Cell Assembly,Evening,3.9,Quality Control Certified
8695,Welding,Medium,5,Pack Assembly,Night,4.3,Certified Welder
8696,BMS Integration,High,3,Pack Assembly,Flexible,4,None
8697,BMS Integration,Low,2,Cell Assembly,Evening,4.6,Certified Welder
8698,Quality Inspection,High,3,Cell Assembly,Evening,4.5,Certified Welder
8699,Automation,Low,5,Module Assembly,Night,3.8,Quality Control Certified
8700,Electrical Wiring,High,6,Module Assembly,Flexible,3.6,Certified BMS Engineer
8701,Robotics,Medium,5,Final Testing,Morning,3.8,Quality Control Certified
8702,Quality Inspection,Low,4,Module Assembly,Morning,4.5,Mechanical Technician
8703,Quality Inspection,Medium,6,Cell Assembly,Evening,4.4,None
8704,Soldering,Low,8,Pack Assembly,Evening,4.7,Certified BMS Engineer
8705,Automation,Medium,4,Module Assembly,Night,4.8,Quality Control Certified
8706,Mechanical Assembly,Medium,8,Pack Assembly,Morning,3.4,Certified BMS Engineer
8707,BMS Integration,High,7,Module Assembly,Evening,3.8,Certified BMS Engineer
8708,Soldering,Low,4,Cell Assembly,Evening,3.4,Quality Control Certified
8709,Mechanical Assembly,High,8,Cell Assembly,Evening,3,Certified BMS Engineer
8710,Automation,High,8,Cell Assembly,Evening,4.8,Quality Control Certified
8711,Welding,Medium,1,Cell Assembly,Night,3.8,Mechanical Technician
8712,Automation,Low,7,Cell Assembly,Morning,4.6,Quality Control Certified
8713,Mechanical Assembly,High,1,Cell Assembly,Evening,3.2,Quality Control Certified
8714,Packaging,Low,2,Pack Assembly,Morning,4.6,Electrical Engineer
8715,Welding,Low,8,Pack Assembly,Evening,3.8,Certified Welder
8716,Quality Inspection,Low,6,Final Testing,Night,4.6,Certified BMS Engineer
8717,Automation,Medium,3,Module Assembly,Evening,4.2,Electrical Engineer
8718,Automation,Low,8,Final Testing,Night,3.4,None
8719,Soldering,Low,1,Module Assembly,Night,3.7,None
8720,BMS Integration,Low,7,Final Testing,Night,4.1,Electrical Engineer
8721,Electrical Wiring,High,4,Final Testing,Night,3.7,Mechanical Technician
8722,BMS Integration,Low,2,Pack Assembly,Morning,4.8,Certified Welder
8723,Electrical Wiring,Medium,7,Cell Assembly,Evening,4.9,Quality Control Certified
8724,Packaging,Medium,6,Pack Assembly,Flexible,4.2,Certified BMS Engineer
8725,Automation,High,8,Module Assembly,Evening,3.1,Electrical Engineer
8726,Welding,Low,6,Pack Assembly,Evening,4,Certified Welder
8727,Soldering,High,7,Pack Assembly,Night,3.4,Quality Control Certified
8728,Welding,Medium,1,Cell Assembly,Morning,4.1,Certified Welder
8729,BMS Integration,Medium,2,Final Testing,Evening,3.7,Certified Welder
8730,Automation,Medium,2,Pack Assembly,Flexible,4.4,Certified Welder
8731,Automation,Medium,7,Final Testing,Morning,3,None
8732,Packaging,Medium,3,Cell Assembly,Morning,3.3,Mechanical Technician
8733,Packaging,High,2,Module Assembly,Morning,3.2,Certified Welder
8734,Robotics,High,3,Module Assembly,Night,3.9,Mechanical Technician
8735,Quality Inspection,Medium,8,Pack Assembly,Flexible,4.6,Electrical Engineer
8736,Robotics,High,7,Final Testing,Evening,4.8,Electrical Engineer
8737,Packaging,Medium,3,Pack Assembly,Flexible,3.2,Certified BMS Engineer
8738,Automation,Low,8,Final Testing,Flexible,4.7,None
8739,Packaging,Medium,6,Final Testing,Evening,4.8,Certified BMS Engineer
8740,Mechanical Assembly,High,4,Module Assembly,Morning,3.8,Electrical Engineer
8741,Soldering,Low,5,Pack Assembly,Morning,4.5,Certified BMS Engineer
8742,Welding,High,1,Final Testing,Night,3,Electrical Engineer
8743,Automation,Medium,7,Module Assembly,Morning,3.4,Electrical Engineer
8744,Welding,Low,8,Module Assembly,Morning,3.4,Quality Control Certified
8745,Mechanical Assembly,Low,1,Pack Assembly,Flexible,5,None
8746,Quality Inspection,Low,2,Module Assembly,Flexible,3.5,Certified Welder
8747,BMS Integration,Medium,7,Pack Assembly,Night,4,Certified Welder
8748,Packaging,Medium,1,Final Testing,Flexible,3.8,Mechanical Technician
8749,Welding,High,4,Cell Assembly,Night,3.5,Quality Control Certified
8750,Packaging,Medium,6,Pack Assembly,Flexible,4.9,None
8751,Automation,Low,7,Pack Assembly,Evening,3.8,None
8752,Soldering,Low,8,Pack Assembly,Flexible,4.8,Mechanical Technician
8753,Quality Inspection,High,1,Pack Assembly,Night,4.3,None
8754,BMS Integration,Medium,4,Cell Assembly,Night,4.4,Mechanical Technician
8755,Automation,Medium,2,Final Testing,Evening,3,Certified BMS Engineer
8756,Packaging,Medium,4,Cell Assembly,Morning,4.7,Certified Welder
8757,Mechanical Assembly,High,2,Module Assembly,Morning,4.5,Mechanical Technician
8758,Automation,Low,8,Cell Assembly,Night,3.2,Quality Control Certified
8759,Soldering,High,5,Pack Assembly,Morning,3.9,Certified BMS Engineer
8760,Quality Inspection,High,5,Final Testing,Flexible,3.4,Mechanical Technician
8761,Electrical Wiring,Low,1,Final Testing,Morning,4,Electrical Engineer
8762,Mechanical Assembly,Low,3,Final Testing,Evening,4,Mechanical Technician
8763,Packaging,Low,5,Module Assembly,Morning,4.4,None
8764,Electrical Wiring,Medium,7,Final Testing,Evening,4.4,Mechanical Technician
8765,Robotics,Low,1,Pack Assembly,Evening,4.2,Certified BMS Engineer
8766,Quality Inspection,Medium,4,Cell Assembly,Night,4.3,Quality Control Certified
8767,Robotics,Low,2,Cell Assembly,Morning,4.5,None
8768,Quality Inspection,Medium,6,Final Testing,Evening,4.9,None
8769,BMS Integration,Low,7,Module Assembly,Night,3.4,Quality Control Certified
8770,Robotics,Low,8,Final Testing,Night,4.2,Certified BMS Engineer
8771,Electrical Wiring,High,3,Pack Assembly,Evening,4.6,Quality Control Certified
8772,Robotics,Low,4,Module Assembly,Night,4.6,Electrical Engineer
8773,Quality Inspection,Low,7,Final Testing,Morning,4.3,Mechanical Technician
8774,Mechanical Assembly,Low,6,Pack Assembly,Morning,3.3,Mechanical Technician
8775,Soldering,High,8,Pack Assembly,Flexible,4.4,None
8776,BMS Integration,Medium,1,Final Testing,Flexible,3.3,Mechanical Technician
8777,BMS Integration,Medium,8,Module Assembly,Evening,3.8,Certified BMS Engineer
8778,Robotics,Medium,2,Final Testing,Flexible,5,Certified BMS Engineer
8779,Quality Inspection,High,3,Final Testing,Morning,4.3,Certified BMS Engineer
8780,Packaging,Medium,4,Pack Assembly,Morning,3.9,Mechanical Technician
8781,BMS Integration,Medium,4,Final Testing,Night,3.9,Quality Control Certified
8782,BMS Integration,Low,5,Pack Assembly,Flexible,3.6,Electrical Engineer
8783,Mechanical Assembly,Low,6,Final Testing,Night,3.8,None
8784,Packaging,Low,4,Cell Assembly,Flexible,4.3,None
8785,Robotics,Low,8,Pack Assembly,Evening,3.6,Mechanical Technician
8786,Soldering,Medium,6,Module Assembly,Evening,3.4,Quality Control Certified
8787,BMS Integration,Medium,2,Module Assembly,Evening,3.4,Certified Welder
8788,Welding,Low,8,Pack Assembly,Morning,4.9,Quality Control Certified
8789,Soldering,Medium,2,Final Testing,Evening,3.4,Quality Control Certified
8790,Quality Inspection,Medium,3,Pack Assembly,Flexible,3.2,None
8791,Soldering,Low,2,Final Testing,Evening,4,Quality Control Certified
8792,Welding,Medium,7,Module Assembly,Flexible,4.2,Mechanical Technician
8793,Robotics,Medium,3,Final Testing,Morning,4.5,Quality Control Certified
8794,BMS Integration,Low,5,Module Assembly,Evening,3.1,None
8795,Electrical Wiring,Medium,4,Pack Assembly,Morning,3.1,Quality Control Certified
8796,Mechanical Assembly,Medium,5,Cell Assembly,Flexible,3.5,Quality Control Certified
8797,BMS Integration,High,8,Module Assembly,Night,4.9,Electrical Engineer
8798,BMS Integration,Medium,3,Final Testing,Evening,3.3,Certified BMS Engineer
8799,Soldering,Low,3,Pack Assembly,Morning,4.4,None
8800,Quality Inspection,Low,8,Final Testing,Evening,4.2,Quality Control Certified
8801,Welding,Low,5,Module Assembly,Evening,4.8,Certified Welder
8802,Electrical Wiring,Low,4,Cell Assembly,Morning,4.2,Electrical Engineer
8803,Mechanical Assembly,High,2,Cell Assembly,Night,4.6,None
8804,Automation,Medium,8,Module Assembly,Flexible,4.2,Quality Control Certified
8805,Packaging,High,2,Final Testing,Night,4.3,Certified Welder
8806,Robotics,Low,6,Final Testing,Morning,4.2,Quality Control Certified
8807,Electrical Wiring,Low,4,Cell Assembly,Morning,4.2,Certified BMS Engineer
8808,Electrical Wiring,Medium,7,Pack Assembly,Night,4.2,Electrical Engineer
8809,BMS Integration,Medium,1,Module Assembly,Night,3.4,Certified Welder
8810,Welding,Medium,7,Cell Assembly,Flexible,3.3,Quality Control Certified
8811,Soldering,Low,3,Cell Assembly,Flexible,4.2,Certified BMS Engineer
8812,Soldering,Low,7,Pack Assembly,Morning,4.3,Mechanical Technician
8813,Robotics,Low,1,Module Assembly,Evening,3.4,None
8814,Soldering,Medium,7,Final Testing,Flexible,4.1,Electrical Engineer
8815,Soldering,Medium,8,Module Assembly,Morning,4.5,Quality Control Certified
8816,Quality Inspection,Low,1,Cell Assembly,Evening,3.1,Electrical Engineer
8817,Soldering,High,4,Final Testing,Evening,3.5,Mechanical Technician
8818,Welding,Low,2,Final Testing,Night,3.8,None
8819,Soldering,Low,7,Cell Assembly,Flexible,4.2,Electrical Engineer
8820,Electrical Wiring,Low,3,Module Assembly,Morning,3.4,Quality Control Certified
8821,Soldering,Medium,2,Module Assembly,Evening,3.2,Electrical Engineer
8822,Automation,Medium,2,Module Assembly,Evening,3.3,Certified BMS Engineer
8823,Welding,Low,2,Module Assembly,Evening,3.8,Electrical Engineer
8824,Welding,High,2,Final Testing,Morning,4.4,Certified BMS Engineer
8825,BMS Integration,Medium,7,Cell Assembly,Night,4.8,None
8826,Robotics,High,7,Final Testing,Flexible,4.7,Quality Control Certified
8827,Quality Inspection,Medium,4,Final Testing,Flexible,4.4,Mechanical Technician
8828,Mechanical Assembly,Low,1,Cell Assembly,Evening,4.4,Certified BMS Engineer
8829,Robotics,High,4,Module Assembly,Evening,4.2,Certified Welder
8830,Mechanical Assembly,High,8,Pack Assembly,Morning,3,Electrical Engineer
8831,Mechanical Assembly,Medium,7,Cell Assembly,Morning,4.8,Certified Welder
8832,Mechanical Assembly,High,1,Module Assembly,Morning,3.5,Electrical Engineer
8833,Quality Inspection,High,7,Final Testing,Morning,3.7,None
8834,Welding,High,8,Cell Assembly,Evening,4.5,Mechanical Technician
